time,wx,wy,wz
4.993717909,1.23,-0.19,0.64
5.003988981,1.27,-0.25,0.72
5.014636993,1.36,-0.15,0.96
5.041846991,1.5,0.02,1.29
5.042269945,1.5,0.02,1.29
5.045372963,1.4,-0.06,1.2
5.053781986,1.2,-0.17,1.06
5.063791037,0.99,-0.24,0.93
5.073605061,0.75,-0.24,0.81
5.083667994,0.51,-0.17,0.63
5.093640089,0.35,-0.13,0.44
5.103737116,0.29,-0.18,0.34
5.114240885,0.43,-0.02,0.35
5.138681173,0.73,0.13,0.64
5.13923502,0.73,0.13,0.64
5.143579006,0.8,-0.28,0.85
5.153606176,0.68,-0.6,0.87
5.163717031,0.48,-0.75,0.63
5.173480988,0.32,-0.6,0.24
5.183399916,0.14,-0.11,-0.14
5.193403006,-0.03,0.17,-0.35
5.203593969,-0.11,0.15,-0.35
5.214463949,-0.11,-0.12,-0.24
5.241451979,0.06,-0.66,0.01
5.242019892,0.06,-0.66,0.01
5.245213985,0.08,-0.6,0.05
5.253823996,-0.03,-0.46,0.01
5.263491869,-0.22,-0.34,-0.08
5.273595095,-0.29,-0.29,-0.14
5.283638,-0.1,-0.26,-0.12
5.293545008,0.08,-0.12,-0.08
5.303794146,0.21,-0.01,0.05
5.313662052,0.3,-0.16,0.25
5.336093187,0.13,-0.42,0.4
5.336665869,0.13,-0.42,0.4
5.343646049,0,-0.32,0.21
5.353463888,-0.16,-0.12,-0.08
5.363350153,-0.29,0.13,-0.33
5.373538017,-0.32,0.28,-0.43
5.383516073,-0.33,0.34,-0.47
5.393522024,-0.3,0.37,-0.49
5.403823137,-0.21,0.41,-0.44
5.413825035,-0.11,0.42,-0.33
5.441392183,-0.22,0.26,-0.18
5.441913843,-0.22,0.26,-0.18
5.444626093,-0.39,0.25,-0.26
5.453505039,-0.58,0.32,-0.45
5.463401079,-0.6,0.41,-0.64
5.473742008,-0.58,0.51,-0.73
5.483485937,-0.54,0.61,-0.76
5.493368864,-0.51,0.74,-0.73
5.503571987,-0.53,0.97,-0.68
5.513828039,-0.61,1.09,-0.71
5.540001154,-1.04,0.93,-1.08
5.540544987,-1.04,0.93,-1.08
5.544329882,-0.74,0.45,-1.07
5.553510904,-0.4,0.31,-0.74
5.563312054,-0.19,0.48,-0.28
5.573413134,-0.07,0.58,0.21
5.58336997,-0.17,0.21,0.44
5.593436003,-0.33,-0.21,0.27
5.603727102,-0.47,-0.23,-0.16
5.637892008,-1.03,-0.52,-1.22
5.638478994,-1.03,-0.52,-1.22
5.638977051,-1.03,-0.52,-1.22
5.643437147,-0.84,-0.76,-1.05
5.653334856,-0.74,-0.86,-0.7
5.663285971,-0.76,-0.61,-0.38
5.673401117,-0.93,-0.26,-0.29
5.683245897,-1.36,-0.18,-0.51
5.693366051,-1.76,-0.33,-0.97
5.703691959,-1.65,-0.61,-1.31
5.71650815,-1.33,-0.74,-1.17
5.739716053,-1.15,0.18,-0.27
5.740256071,-1.15,0.18,-0.27
5.744019985,-1.17,0.7,-0.28
5.753406048,-1.17,0.8,-0.59
5.763229132,-1.15,0.84,-1.01
5.773311853,-1.13,0.7,-1.31
5.783184052,-1.28,0.2,-1.26
5.793277025,-1.3,-0.33,-0.92
5.803642988,-1.05,-0.41,-0.55
5.816464186,-0.88,0.04,-0.34
5.841398954,-0.83,0.48,-0.54
5.841966867,-0.83,0.48,-0.54
5.844681025,-0.72,-0.03,-0.7
5.853368044,-0.72,-0.74,-0.8
5.863155127,-0.82,-1.17,-0.78
5.873165846,-0.87,-1.04,-0.59
5.883277178,-0.82,-0.66,-0.43
5.893269062,-0.52,-0.26,-0.35
5.903596163,-0.32,0.01,-0.35
5.913511038,-0.38,-0.27,-0.41
5.939473867,-0.39,-0.5,-0.6
5.939982176,-0.39,-0.5,-0.6
5.943848848,-0.46,-0.33,-0.57
5.953198195,-0.31,-0.24,-0.47
5.963067055,-0.04,-0.01,-0.35
5.973632097,0.08,0.18,-0.25
5.983575106,0.11,0.18,-0.17
5.99358201,0.11,0.16,-0.07
6.004137993,0.06,0.29,0
6.013424158,0.11,0.36,-0.03
6.038374186,0.25,-0.02,-0.03
6.0387609,0.25,-0.02,-0.03
6.043182135,0.33,-0.1,0.02
6.053260088,0.38,-0.15,0.09
6.063042879,0.37,-0.22,0.2
6.07366395,0.42,-0.17,0.29
6.083102942,0.49,-0.08,0.31
6.093245983,0.57,-0.07,0.3
6.103552103,0.63,-0.08,0.29
6.113465071,0.71,-0.09,0.3
6.141709089,0.68,-0.11,0.48
6.142230988,0.68,-0.11,0.48
6.144929171,0.72,-0.02,0.59
6.153496027,0.78,0.1,0.65
6.162997007,0.82,0.18,0.67
6.173034906,0.85,0.25,0.69
6.183076143,0.91,0.31,0.7
6.193016052,0.89,0.31,0.69
6.203214884,0.87,0.28,0.69
6.213407993,0.86,0.28,0.72
6.237260103,0.98,0.54,0.9
6.237787008,0.98,0.54,0.9
6.243036985,1.05,0.72,0.99
