Daniel Kwak push up,,,,
time,wx,wy,wz,
1.82162427902222,0.08,-0.34,-0.18,
1.83141231536865,-0.05,-0.7,-0.19,
1.84163212776184,-0.07,-0.91,-0.16,
1.85374712944031,-0.01,-0.84,-0.06,
1.86746025085449,0.08,-0.58,0.07,
1.87091302871704,0.07,-0.23,0.2,
1.88125920295715,-0.01,0.02,0.25,
1.8909182548523,-0.14,0.08,0.27,
1.90085029602051,-0.22,-0.02,0.35,
1.91088223457336,-0.3,-0.22,0.45,
1.92090916633606,-0.33,-0.41,0.52,
1.93064618110657,-0.33,-0.48,0.57,
1.9408061504364,-0.32,-0.37,0.61,
1.95175814628601,-0.32,-0.15,0.6,
1.96715927124023,-0.31,0.1,0.53,
1.97031116485596,-0.33,0.36,0.45,
1.98036813735962,-0.35,0.55,0.37,
1.99022531509399,-0.34,0.64,0.28,
2.00019502639771,-0.33,0.6,0.15,
2.01005911827087,-0.37,0.32,0.01,
2.0200412273407,-0.41,-0.18,-0.07,
2.0299072265625,-0.41,-0.69,-0.1,
2.0404200553894,-0.39,-0.93,-0.14,
2.04993915557861,-0.35,-0.78,-0.22,
2.06625699996948,-0.33,-0.33,-0.34,
2.06946015357971,-0.32,0.16,-0.46,
2.07973003387451,-0.29,0.39,-0.53,
2.08958101272583,-0.23,0.28,-0.55,
2.09935212135315,-0.23,-0.01,-0.51,
2.10940504074097,-0.28,-0.3,-0.49,
2.1192581653595,-0.27,-0.42,-0.5,
2.12959313392639,-0.25,-0.31,-0.53,
2.13928508758545,-0.27,-0.06,-0.57,
2.14928913116455,-0.29,0.13,-0.6,
2.16519117355347,-0.31,0.2,-0.66,
2.1686840057373,-0.33,0.12,-0.7,
2.17900323867798,-0.35,-0.09,-0.66,
2.18877506256104,-0.37,-0.24,-0.61,
2.19858503341675,-0.41,-0.19,-0.62,
2.20857810974121,-0.41,0,-0.68,
2.21886420249939,-0.4,0.19,-0.73,
2.22845125198364,-0.38,0.24,-0.77,
2.23845624923706,-0.45,0.17,-0.79,
2.24850225448608,-0.56,0.05,-0.77,
2.26392602920532,-0.6,-0.05,-0.76,
2.26802110671997,-0.63,-0.04,-0.78,
2.27820110321045,-0.69,-0.01,-0.82,
2.28811407089233,-0.79,-0.06,-0.82,
2.29818630218506,-0.91,-0.18,-0.78,
2.30819225311279,-1.01,-0.31,-0.71,
2.31784009933472,-1.07,-0.37,-0.63,
2.32781410217285,-1.07,-0.3,-0.61,
2.33781433105469,-1.06,-0.17,-0.63,
2.34780931472778,-1.12,-0.04,-0.67,
2.36532616615295,-1.21,0,-0.62,
2.36808109283447,-1.23,-0.12,-0.47,
2.37757921218872,-1.19,-0.29,-0.32,
2.38726234436035,-1.12,-0.42,-0.25,
2.39765501022339,-1.06,-0.43,-0.27,
2.40713715553284,-1.04,-0.33,-0.33,
2.41803121566772,-1,-0.17,-0.38,
2.42724609375,-0.92,-0.05,-0.4,
2.4371452331543,-0.81,0.04,-0.36,
2.44711828231812,-0.66,0.01,-0.29,
2.4580192565918,-0.48,-0.22,-0.22,
2.47528409957886,-0.25,-0.51,-0.13,
2.47774410247803,-0.07,-0.74,-0.03,
2.48685121536255,0.13,-0.75,0.12,
2.49647617340088,0.37,-0.54,0.25,
2.50652933120728,0.63,-0.11,0.34,
2.51638913154602,0.87,0.35,0.41,
2.52628707885742,1.01,0.61,0.51,
2.5364031791687,1.03,0.58,0.61,
2.54636001586914,0.94,0.48,0.67,
2.55734419822693,0.82,0.48,0.7,
2.57435011863709,0.88,0.51,0.73,
2.57687902450562,1.17,0.4,0.78,
2.58577013015747,1.46,0.12,0.77,
2.59594106674194,1.52,-0.24,0.62,
2.60579419136047,1.18,-0.43,0.53,
2.61579704284668,0.87,-0.26,0.58,
2.62582612037659,0.96,0.06,0.66,
2.63570523262024,1.25,0.37,0.72,
2.64562320709229,1.55,0.44,0.76,
2.65568113327026,1.47,0.21,0.61,
2.67294931411743,1.21,-0.07,0.39,
2.67572617530823,1.01,-0.14,0.37,
2.68507623672485,0.97,-0.07,0.47,
2.69519329071045,1.14,0,0.6,
2.70508623123169,1.21,-0.08,0.73,
2.71502733230591,1.11,-0.28,0.73,
2.72482204437256,1.05,-0.37,0.57,
2.73503828048706,0.98,-0.21,0.3,
2.74492716789246,0.85,0.04,0.13,
2.75514125823975,0.71,0.09,0.25,
2.77228212356567,0.56,-0.16,0.55,
2.7750940322876,0.43,-0.42,0.8,
2.78420734405518,0.42,-0.31,0.91,
2.79451513290405,0.47,0.3,0.75,
2.80429935455322,0.65,1.29,0.48,
2.81442928314209,0.66,2.1,0.31,
2.82409429550171,0.57,2.26,0.14,
2.83402299880981,0.39,1.73,-0.01,
2.84400224685669,0.11,0.78,0.01,
2.85381507873535,0.01,-0.22,0.08,
2.86904621124268,0.08,-0.87,0.07,
2.87374830245972,0.17,-1.04,-0.06,
2.88386726379395,0.27,-0.96,-0.24,
2.89373731613159,0.22,-0.84,-0.35,
2.90347623825073,0.05,-0.73,-0.28,
2.91356801986694,-0.12,-0.6,-0.08,
2.92343521118164,-0.23,-0.43,0.18,
2.93339514732361,-0.31,-0.29,0.44,
2.94346714019775,-0.35,-0.16,0.59,
2.95343613624573,-0.32,0.16,0.63,
2.97042012214661,-0.3,0.64,0.63,
2.97362804412842,-0.19,1.2,0.58,
2.98293924331665,-0.02,1.65,0.43,
2.99297213554382,0.05,1.87,0.17,
3.00275802612305,-0.01,1.69,-0.06,
3.01285600662231,-0.11,1.11,-0.23,
3.02286529541016,-0.23,0.3,-0.31,
3.03257608413696,-0.35,-0.57,-0.32,
3.04276013374329,-0.41,-1.26,-0.29,
3.05490827560425,-0.44,-1.53,-0.26,
3.06969523429871,-0.43,-1.34,-0.23,
3.07258319854736,-0.46,-0.72,-0.2,
3.08217716217041,-0.54,0.11,-0.16,
3.09228515625,-0.56,0.75,-0.1,
3.10197615623474,-0.48,1.05,0.01,
3.11242818832397,-0.4,0.98,0.09,
3.12197732925415,-0.34,0.64,0.15,
3.13182926177979,-0.26,0.25,0.17,
3.14197421073914,-0.13,0.06,0.09,
3.15189599990845,-0.06,0.19,-0.1,
3.16967630386353,-0.06,0.4,-0.28,
3.17177200317383,-0.04,0.44,-0.36,
3.1813862323761,0.06,0.27,-0.4,
3.19160509109497,0.14,-0.08,-0.43,
3.20163822174072,0.11,-0.5,-0.34,
3.21140813827515,0.04,-0.83,-0.18,
3.22109222412109,0,-0.92,-0.05,
3.23117303848267,-0.02,-0.67,0.05,
3.24127912521362,-0.03,-0.22,0.12,
3.25120401382446,0,0.22,0.15,
3.26214504241943,0.05,0.47,0.14,
3.27861833572388,0.09,0.48,0.11,
3.28113508224487,0.11,0.32,0.1,
3.2910590171814,0.16,0.05,0.09,
3.30057525634766,0.17,-0.28,0.07,
3.31078219413757,0.16,-0.61,0.08,
3.32069301605225,0.16,-0.84,0.11,
3.33068227767944,0.18,-0.89,0.13,
3.34033203125,0.18,-0.74,0.17,
3.35026407241821,0.16,-0.47,0.22,
3.36146712303162,0.12,-0.21,0.29,
3.37790417671204,0.07,-0.06,0.36,
3.38040733337402,0.03,-0.05,0.41,
3.39020013809204,0.01,-0.07,0.46,
3.39984226226807,0,0.01,0.46,
3.40999817848206,0.05,0.29,0.42,
3.41962814331055,0.11,0.66,0.31,
3.42978811264038,0.18,0.95,0.13,
3.43970632553101,0.21,0.98,-0.07,
3.44956612586975,0.19,0.66,-0.25,
3.45972013473511,0.13,0.12,-0.37,
3.4764232635498,0.05,-0.45,-0.47,
3.47929215431213,0.03,-0.89,-0.54,
3.48932600021362,0.06,-1.11,-0.58,
3.49907422065735,0.06,-1.09,-0.57,
3.50929522514343,0.02,-0.88,-0.52,
3.51923131942749,0,-0.56,-0.47,
3.52909326553345,-0.01,-0.23,-0.41,
3.53895235061646,-0.05,0,-0.36,
3.54879522323608,-0.1,0.09,-0.28,
3.55924320220947,-0.16,0.11,-0.17,
3.57532715797424,-0.16,0.19,-0.08,
3.57836008071899,-0.16,0.38,-0.06,
3.58868408203125,-0.18,0.6,-0.15,
3.59847402572632,-0.21,0.74,-0.29,
3.60875821113586,-0.27,0.74,-0.42,
3.61822509765625,-0.35,0.6,-0.56,
3.62836813926697,-0.46,0.34,-0.69,
3.63829112052918,-0.55,0,-0.76,
3.64835715293884,-0.65,-0.36,-0.74,
3.65831422805786,-0.72,-0.69,-0.68,
3.67637634277344,-0.79,-0.88,-0.65,
3.67876625061035,-0.87,-0.9,-0.63,
3.68798303604126,-0.97,-0.84,-0.6,
3.69772815704346,-1.03,-0.78,-0.57,
3.70781326293945,-1.1,-0.63,-0.49,
3.71759819984436,-1.21,-0.29,-0.4,
3.72794413566589,-1.26,0.19,-0.33,
3.7377552986145,-1.27,0.61,-0.34,
3.74765825271606,-1.26,0.78,-0.42,
3.75754523277283,-1.29,0.59,-0.54,
3.77536821365356,-1.34,0.12,-0.62,
3.77784013748169,-1.39,-0.38,-0.63,
3.78705024719238,-1.38,-0.72,-0.61,
3.79699611663818,-1.33,-0.84,-0.6,
3.80716609954834,-1.25,-0.8,-0.62,
3.81683921813965,-1.14,-0.7,-0.65,
3.82712817192078,-1.01,-0.58,-0.64,
3.83668518066406,-0.85,-0.49,-0.58,
3.84692215919495,-0.66,-0.42,-0.47,
3.85683107376099,-0.44,-0.35,-0.32,
3.87386918067932,-0.22,-0.36,-0.18,
3.87633514404297,0,-0.45,-0.07,
3.88640522956848,0.21,-0.54,0.07,
3.89636516571045,0.31,-0.56,0.27,
3.906405210495,0.42,-0.43,0.48,
3.91638922691345,0.57,-0.15,0.6,
3.92622423171997,0.75,0.24,0.66,
3.93596506118774,0.9,0.59,0.67,
3.946120262146,1.02,0.83,0.64,
3.95609712600708,1.06,0.9,0.67,
3.97313833236694,0.96,0.79,0.74,
3.9760103225708,0.99,0.53,0.79,
3.98564529418945,1.21,0.24,0.8,
3.99564218521118,1.41,-0.01,0.73,
4.00584220886231,1.57,-0.18,0.56,
4.01537132263184,1.4,-0.22,0.56,
4.02541208267212,0.97,-0.25,0.78,
4.03546118736267,0.92,-0.27,1.03,
4.04546403884888,1.11,-0.19,1.13,
4.05536031723023,1.39,0.13,1.02,
4.06628322601318,1.58,0.6,0.81,
4.08327627182007,1.41,1.05,0.74,
4.08560419082642,1.01,1.25,0.9,
4.09501218795776,0.88,1.21,1.03,
4.10488128662109,0.92,1.07,0.96,
4.11464715003967,1,0.77,0.68,
4.12474632263184,1.01,0.29,0.35,
4.13461422920227,0.81,-0.2,0.28,
4.1448540687561,0.6,-0.52,0.56,
4.15474820137024,0.56,-0.54,0.86,
4.16467809677124,0.63,-0.33,0.81,
4.18246221542358,0.74,-0.01,0.42,
4.18503332138062,0.74,0.28,0.1,
4.19422626495361,0.55,0.33,-0.02,
4.20420813560486,0.36,0.19,0.09,
4.21391201019287,0.11,-0.03,0.33,
4.22395706176758,0.03,-0.34,0.5,
4.23378229141235,0.1,-0.55,0.61,
4.24390411376953,0.17,-0.45,0.63,
4.25367307662964,0.2,-0.06,0.47,
4.26575922966003,0.18,0.46,0.27,
4.28027725219727,0.14,0.95,0.09,
4.28351831436157,0.08,1.23,0.03,
4.2933042049408,-0.07,1.1,0.02,
4.3034520149231,-0.2,0.54,0.04,
4.31327104568481,-0.32,-0.2,0.16,
4.32325506210327,-0.33,-0.71,0.21,
4.33300399780273,-0.25,-0.75,0.08,
4.3431282043457,-0.18,-0.44,-0.05,
4.35342311859131,-0.11,0.02,-0.11,
4.36340117454529,-0.06,0.49,-0.17,
4.38029623031616,-0.09,0.71,-0.24,
4.38311910629273,-0.08,0.55,-0.23,
4.39261817932129,-0.12,0.2,-0.1,
4.40270900726318,-0.2,-0.2,0.04,
4.41255021095276,-0.26,-0.44,0.13,
4.42251920700073,-0.28,-0.36,0.12,
4.43234729766846,-0.16,-0.01,0.05,
4.4424090385437,-0.08,0.49,-0.06,
4.4526891708374,-0.19,0.84,-0.17,
4.46238613128662,-0.26,0.8,-0.2,
4.47912406921387,-0.28,0.6,-0.23,
4.48187732696533,-0.25,0.35,-0.24,
4.49209213256836,-0.3,0.08,-0.2,
4.50179100036621,-0.43,-0.25,-0.19,
4.51181221008301,-0.51,-0.55,-0.17,
4.521888256073,-0.55,-0.67,-0.07,
4.53168201446533,-0.49,-0.54,0.02,
4.54158735275269,-0.39,-0.16,0.08,
4.55165004730225,-0.28,0.29,0.06,
4.56176018714905,-0.2,0.62,0.09,
4.57856702804565,-0.1,0.67,0.11,
4.58181619644165,0,0.48,0.09,
4.59127116203308,0.05,0.11,0.06,
4.60106611251831,0.05,-0.35,0.05,
4.61124706268311,0.09,-0.67,0.03,
4.62104320526123,0.17,-0.69,-0.01,
4.63088703155518,0.23,-0.45,-0.05,
4.64095211029053,0.3,-0.14,-0.08,
4.65074300765991,0.33,0.1,-0.09,
4.66106605529785,0.32,0.2,-0.08,
4.67794132232666,0.28,0.17,-0.05,
4.6807861328125,0.29,0.1,-0.04,
4.69061923027039,0.31,-0.05,-0.04,
4.70040321350098,0.33,-0.29,-0.03,
4.71067619323731,0.31,-0.5,-0.01,
4.72043514251709,0.3,-0.56,0,
4.73011016845703,0.28,-0.42,0,
4.74017000198364,0.27,-0.17,-0.02,
4.75037217140198,0.23,0,-0.02,
4.76054811477661,0.18,-0.01,0.03,
4.77780532836914,0.12,-0.14,0.1,
4.78053021430969,0.06,-0.28,0.14,
4.78973627090454,0,-0.32,0.15,
4.7999541759491,-0.03,-0.26,0.12,
4.80971908569336,-0.04,-0.1,0.12,
4.81964421272278,-0.06,0.13,0.08,
4.829430103302,-0.04,0.33,0.03,
4.83969211578369,-0.03,0.44,-0.01,
4.84966802597046,-0.1,0.4,-0.04,
4.85953116416931,-0.2,0.15,-0.1,
4.87028026580811,-0.25,-0.2,-0.14,
4.88605928421021,-0.29,-0.48,-0.15,
4.88877534866333,-0.29,-0.62,-0.16,
4.89900922775269,-0.25,-0.61,-0.18,
