time,wx (rad/s),wy (rad/s),wz (rad/s)
20.139,-0.77,-0.48,-0.37
20.139,-0.79,-0.46,-0.38
20.143,-0.8,-0.44,-0.39
20.149,-0.81,-0.42,-0.42
20.152,-0.81,-0.41,-0.44
20.158,-0.81,-0.42,-0.45
20.159,-0.81,-0.44,-0.46
20.163,-0.82,-0.47,-0.46
20.168,-0.83,-0.51,-0.47
20.171,-0.83,-0.53,-0.46
20.178,-0.82,-0.56,-0.47
20.179,-0.81,-0.58,-0.48
20.183,-0.8,-0.59,-0.5
20.188,-0.79,-0.59,-0.53
20.191,-0.78,-0.57,-0.56
20.197,-0.77,-0.53,-0.58
20.199,-0.76,-0.51,-0.59
20.204,-0.73,-0.49,-0.6
20.207,-0.68,-0.47,-0.61
20.211,-0.65,-0.45,-0.62
20.217,-0.62,-0.42,-0.66
20.219,-0.62,-0.4,-0.67
20.224,-0.62,-0.37,-0.69
20.227,-0.6,-0.34,-0.72
20.232,-0.58,-0.34,-0.74
20.242,-0.52,-0.35,-0.76
20.243,-0.5,-0.36,-0.77
20.243,-0.45,-0.37,-0.79
20.249,-0.45,-0.35,-0.8
20.251,-0.45,-0.31,-0.81
20.266,-0.46,-0.25,-0.84
20.267,-0.46,-0.23,-0.87
20.267,-0.44,-0.21,-0.92
20.268,-0.41,-0.22,-0.95
20.273,-0.38,-0.24,-0.98
20.278,-0.36,-0.26,-1.02
20.279,-0.37,-0.27,-1.05
20.283,-0.37,-0.26,-1.07
20.288,-0.38,-0.24,-1.1
20.291,-0.38,-0.23,-1.14
20.298,-0.37,-0.23,-1.19
20.299,-0.37,-0.24,-1.21
20.304,-0.37,-0.26,-1.25
20.309,-0.38,-0.28,-1.28
20.311,-0.37,-0.29,-1.32
20.318,-0.36,-0.3,-1.38
20.322,-0.35,-0.3,-1.41
20.323,-0.35,-0.28,-1.45
20.328,-0.36,-0.26,-1.48
20.331,-0.36,-0.24,-1.51
20.339,-0.36,-0.21,-1.58
20.34,-0.36,-0.19,-1.62
20.343,-0.36,-0.17,-1.68
20.347,-0.35,-0.15,-1.74
20.351,-0.34,-0.13,-1.79
20.359,-0.35,-0.1,-1.85
20.36,-0.35,-0.08,-1.89
20.366,-0.35,-0.07,-1.93
20.367,-0.35,-0.07,-1.97
20.38,-0.34,-0.08,-2
20.382,-0.32,-0.11,-2.04
20.382,-0.32,-0.12,-2.06
20.383,-0.32,-0.11,-2.09
20.388,-0.34,-0.08,-2.14
20.393,-0.36,-0.04,-2.18
20.397,-0.37,-0.01,-2.23
20.406,-0.38,0.03,-2.27
20.407,-0.39,0.04,-2.32
20.408,-0.41,0.02,-2.37
20.411,-0.42,-0.01,-2.41
20.418,-0.44,-0.07,-2.45
20.419,-0.45,-0.11,-2.46
20.424,-0.46,-0.18,-2.48
20.427,-0.48,-0.24,-2.52
20.431,-0.51,-0.24,-2.53
20.438,-0.56,-0.2,-2.55
20.439,-0.61,-0.14,-2.57
20.443,-0.65,-0.09,-2.61
20.447,-0.71,-0.05,-2.66
20.451,-0.76,-0.05,-2.7
20.458,-0.8,-0.07,-2.76
20.461,-0.82,-0.07,-2.79
20.463,-0.83,-0.07,-2.82
20.469,-0.85,-0.07,-2.86
20.473,-0.86,-0.08,-2.86
20.478,-0.85,-0.11,-2.84
20.479,-0.84,-0.12,-2.83
20.483,-0.81,-0.15,-2.8
20.49,-0.77,-0.16,-2.77
20.491,-0.71,-0.18,-2.72
20.498,-0.61,-0.21,-2.61
20.499,-0.57,-0.23,-2.51
20.51,-0.54,-0.32,-2.18
20.511,-0.45,-0.44,-1.89
20.511,-0.24,-0.64,-1.68
20.518,0.06,-0.95,-1.34
20.519,0.18,-1.06,-1.09
20.535,0.39,-1.1,-0.47
20.536,0.52,-0.98,0.05
20.536,0.62,-0.74,0.6
20.539,0.7,-0.3,1.29
20.539,0.71,-0.05,1.6
20.543,0.72,0.47,2.12
20.551,0.75,0.79,2.41
20.552,0.77,0.98,2.63
20.558,0.77,1.08,2.89
20.559,0.75,1.15,3.08
20.563,0.76,1.22,3.17
20.568,0.81,1.25,3.11
20.571,0.86,1.22,2.96
20.578,0.89,1.04,2.74
20.579,0.92,0.81,2.59
20.583,0.96,0.52,2.46
20.587,1.01,0.21,2.33
20.591,1.05,-0.08,2.22
20.599,1.07,-0.36,2.1
20.6,1.06,-0.46,2.03
20.603,1.03,-0.47,1.96
20.607,0.98,-0.39,1.89
20.612,0.93,-0.26,1.82
20.618,0.87,-0.01,1.75
20.619,0.82,0.21,1.7
20.623,0.78,0.42,1.65
20.632,0.75,0.62,1.6
20.633,0.71,0.8,1.56
20.638,0.67,1,1.51
20.639,0.63,1.09,1.48
20.643,0.61,1.13,1.46
20.649,0.58,1.08,1.42
20.651,0.58,0.99,1.38
20.658,0.59,0.85,1.35
20.659,0.6,0.67,1.31
20.663,0.62,0.47,1.29
20.677,0.68,0.2,1.29
20.678,0.72,0,1.32
20.679,0.76,-0.16,1.36
20.679,0.79,-0.29,1.43
20.684,0.82,-0.37,1.51
20.704,0.84,-0.39,1.64
20.705,0.85,-0.35,1.73
20.705,0.85,-0.26,1.81
20.705,0.83,-0.11,1.89
20.705,0.81,0.08,1.96
20.709,0.77,0.41,2.04
20.712,0.75,0.68,2.09
20.718,0.73,1.04,2.14
20.719,0.72,1.21,2.16
20.723,0.72,1.44,2.17
20.729,0.74,1.7,2.15
20.732,0.76,1.84,2.11
20.739,0.79,1.93,2.02
20.74,0.8,1.93,1.95
20.743,0.83,1.81,1.79
20.747,0.84,1.63,1.67
20.751,0.85,1.4,1.54
20.758,0.85,1.05,1.38
20.76,0.85,0.87,1.31
20.763,0.85,0.53,1.19
20.767,0.85,0.33,1.14
20.772,0.83,0.2,1.12
20.778,0.8,0.15,1.13
20.779,0.78,0.16,1.14
20.783,0.74,0.26,1.16
20.796,0.7,0.38,1.17
20.796,0.67,0.5,1.18
20.8,0.61,0.66,1.19
20.801,0.57,0.77,1.2
20.817,0.52,0.85,1.2
20.818,0.47,0.91,1.22
20.818,0.44,0.92,1.25
20.818,0.4,0.88,1.27
20.819,0.37,0.81,1.28
20.826,0.34,0.73,1.28
20.828,0.29,0.65,1.29
20.831,0.24,0.57,1.3
20.839,0.19,0.52,1.32
20.84,0.16,0.5,1.33
20.843,0.14,0.49,1.32
20.847,0.13,0.48,1.28
20.851,0.14,0.48,1.21
20.858,0.17,0.51,1.11
20.859,0.19,0.54,1.03
20.863,0.2,0.56,0.97
20.868,0.2,0.56,0.91
20.874,0.2,0.51,0.87
20.878,0.21,0.41,0.84
20.879,0.22,0.31,0.82
20.883,0.23,0.23,0.81
20.889,0.23,0.16,0.8
20.891,0.22,0.13,0.79
20.898,0.21,0.13,0.78
20.899,0.2,0.15,0.76
20.905,0.18,0.18,0.74
20.907,0.17,0.21,0.71
20.911,0.16,0.22,0.67
20.917,0.14,0.21,0.63
20.919,0.12,0.19,0.58
20.923,0.09,0.15,0.55
20.928,0.05,0.08,0.52
20.931,0.03,0.02,0.51
20.944,0,-0.03,0.51
20.945,-0.02,-0.07,0.51
20.945,-0.03,-0.09,0.51
20.95,-0.04,-0.09,0.5
20.951,-0.06,-0.06,0.49
20.967,-0.08,-0.01,0.48
20.968,-0.09,0,0.47
20.969,-0.09,0.01,0.45
20.969,-0.06,0.01,0.42
20.975,-0.05,-0.01,0.4
20.978,-0.04,-0.02,0.36
20.979,-0.04,-0.01,0.35
20.983,-0.05,0.01,0.34
20.988,-0.04,0.03,0.34
20.991,-0.04,0.06,0.35
20.997,-0.04,0.11,0.35
20.999,-0.05,0.14,0.35
21.004,-0.06,0.2,0.32
21.008,-0.06,0.24,0.3
21.011,-0.06,0.25,0.28
21.019,-0.05,0.24,0.27
21.023,-0.05,0.21,0.26
21.024,-0.06,0.18,0.26
21.029,-0.06,0.14,0.25
21.035,-0.07,0.09,0.24
21.038,-0.06,0.04,0.21
21.041,-0.05,0.01,0.19
21.043,-0.03,-0.01,0.16
21.048,-0.01,-0.01,0.13
21.051,0,0,0.11
21.059,0.02,0.04,0.08
21.06,0.04,0.07,0.04
21.063,0.05,0.12,0.01
21.068,0.06,0.18,-0.04
21.077,0.07,0.23,-0.1
21.078,0.08,0.3,-0.15
21.079,0.09,0.36,-0.17
21.083,0.09,0.43,-0.16
21.103,0.08,0.5,-0.14
21.105,0.07,0.57,-0.12
21.105,0.06,0.65,-0.11
21.105,0.04,0.7,-0.12
21.107,0.02,0.72,-0.12
21.108,-0.01,0.72,-0.12
21.113,-0.04,0.69,-0.1
21.117,-0.07,0.63,-0.07
21.119,-0.1,0.57,-0.05
21.123,-0.13,0.51,-0.05
21.129,-0.16,0.45,-0.05
21.131,-0.19,0.39,-0.06
21.138,-0.24,0.32,-0.06
21.139,-0.28,0.29,-0.07
21.143,-0.32,0.27,-0.08
21.147,-0.35,0.24,-0.1
21.151,-0.37,0.22,-0.12
21.158,-0.4,0.19,-0.14
21.159,-0.43,0.14,-0.16
21.163,-0.47,0.08,-0.17
21.167,-0.51,-0.01,-0.18
21.171,-0.52,-0.08,-0.19
21.178,-0.52,-0.18,-0.2
21.179,-0.52,-0.21,-0.2
21.183,-0.52,-0.24,-0.22
21.192,-0.53,-0.24,-0.22
21.192,-0.54,-0.19,-0.22
21.198,-0.55,-0.13,-0.23
21.199,-0.56,-0.05,-0.24
21.211,-0.57,0.01,-0.26
21.211,-0.59,0.03,-0.29
21.212,-0.6,0,-0.3
21.218,-0.6,-0.09,-0.3
21.219,-0.6,-0.15,-0.29
21.233,-0.6,-0.24,-0.29
21.234,-0.61,-0.32,-0.29
21.235,-0.62,-0.35,-0.3
21.242,-0.63,-0.34,-0.33
21.243,-0.63,-0.32,-0.34
21.243,-0.63,-0.28,-0.36
21.248,-0.64,-0.2,-0.38
21.251,-0.65,-0.14,-0.38
21.258,-0.64,-0.12,-0.38
21.259,-0.63,-0.12,-0.39
21.263,-0.6,-0.18,-0.4
21.272,-0.56,-0.25,-0.42
21.273,-0.53,-0.3,-0.44
21.278,-0.52,-0.33,-0.45
21.279,-0.52,-0.33,-0.46
21.284,-0.52,-0.31,-0.48
21.289,-0.51,-0.29,-0.5
21.291,-0.5,-0.25,-0.53
21.298,-0.49,-0.23,-0.57
21.299,-0.48,-0.23,-0.59
21.305,-0.49,-0.25,-0.58
21.308,-0.5,-0.26,-0.57
21.311,-0.51,-0.24,-0.56
21.318,-0.52,-0.19,-0.58
21.319,-0.53,-0.14,-0.62
21.324,-0.51,-0.11,-0.66
21.328,-0.49,-0.09,-0.68
21.331,-0.47,-0.08,-0.68
21.342,-0.46,-0.07,-0.66
21.343,-0.46,-0.05,-0.65
21.343,-0.45,-0.03,-0.66
21.348,-0.43,-0.01,-0.68
21.352,-0.4,0,-0.72
21.368,-0.37,-0.01,-0.77
21.371,-0.34,-0.01,-0.8
21.372,-0.32,-0.01,-0.83
21.373,-0.29,-0.02,-0.87
21.373,-0.27,-0.03,-0.91
21.379,-0.26,-0.06,-0.94
21.379,-0.25,-0.11,-0.97
21.383,-0.24,-0.16,-1
21.388,-0.22,-0.23,-1.03
21.391,-0.2,-0.29,-1.07
21.397,-0.19,-0.38,-1.11
21.399,-0.18,-0.45,-1.13
21.403,-0.18,-0.5,-1.14
21.408,-0.16,-0.54,-1.16
21.411,-0.15,-0.55,-1.19
21.418,-0.14,-0.54,-1.22
21.419,-0.14,-0.51,-1.25
21.423,-0.14,-0.47,-1.27
21.428,-0.15,-0.44,-1.29
21.433,-0.15,-0.43,-1.3
21.439,-0.15,-0.44,-1.32
21.44,-0.16,-0.45,-1.34
21.443,-0.16,-0.46,-1.38
21.448,-0.17,-0.48,-1.44
21.451,-0.18,-0.51,-1.49
21.458,-0.18,-0.54,-1.54
21.459,-0.19,-0.58,-1.59
21.463,-0.2,-0.64,-1.63
21.467,-0.22,-0.72,-1.71
21.472,-0.23,-0.79,-1.77
21.477,-0.25,-0.89,-1.87
21.48,-0.25,-0.95,-1.92
21.483,-0.27,-1.04,-1.99
21.492,-0.29,-1.14,-2.07
21.493,-0.31,-1.18,-2.12
21.499,-0.34,-1.2,-2.18
21.499,-0.36,-1.19,-2.22
21.503,-0.41,-1.15,-2.3
21.517,-0.45,-1.12,-2.36
21.517,-0.49,-1.1,-2.42
21.519,-0.53,-1.1,-2.48
21.52,-0.56,-1.1,-2.51
21.526,-0.6,-1.11,-2.57
21.529,-0.63,-1.1,-2.61
21.531,-0.65,-1.09,-2.66
21.54,-0.67,-1.06,-2.73
21.541,-0.69,-1.04,-2.77
21.544,-0.71,-0.98,-2.87
21.547,-0.72,-0.94,-2.95
21.551,-0.71,-0.89,-3.02
21.558,-0.7,-0.83,-3.11
21.559,-0.68,-0.81,-3.17
21.563,-0.67,-0.79,-3.2
21.567,-0.66,-0.76,-3.22
21.572,-0.65,-0.73,-3.23
21.578,-0.65,-0.68,-3.25
21.579,-0.65,-0.64,-3.27
21.584,-0.64,-0.58,-3.29
21.59,-0.64,-0.54,-3.29
21.592,-0.62,-0.51,-3.28
21.599,-0.58,-0.45,-3.26
21.599,-0.54,-0.37,-3.24
21.603,-0.49,-0.29,-3.19
21.608,-0.44,-0.19,-3.12
21.612,-0.37,-0.12,-3.01
21.619,-0.27,-0.09,-2.81
21.62,-0.25,-0.13,-2.56
21.625,-0.23,-0.2,-2.18
21.628,-0.09,-0.31,-1.81
21.635,0.13,-0.52,-1.57
21.651,0.36,-0.85,-1.18
21.652,0.44,-0.99,-0.62
21.652,0.49,-0.96,0.07
21.653,0.51,-0.75,0.73
21.653,0.5,-0.26,1.51
21.661,0.46,0.22,2
21.662,0.43,0.7,2.41
21.664,0.41,1.1,2.75
21.668,0.41,1.41,3.08
21.673,0.39,1.51,3.3
21.678,0.39,1.61,3.46
21.679,0.44,1.72,3.46
21.683,0.52,1.81,3.29
21.689,0.59,1.8,2.95
21.691,0.65,1.64,2.7
21.698,0.75,1.26,2.43
21.699,0.8,1.01,2.32
21.703,0.86,0.59,2.16
21.707,0.92,0.04,2.01
21.711,0.96,-0.28,1.92
21.718,1.01,-0.53,1.84
21.722,1.03,-0.58,1.81
21.724,1.05,-0.54,1.81
21.727,1.05,-0.43,1.83
21.731,1.04,-0.28,1.86
21.738,1.01,-0.05,1.92
21.739,0.99,0.08,1.95
21.743,0.97,0.25,2
21.748,0.93,0.48,2.07
21.753,0.91,0.63,2.12
21.759,0.88,0.8,2.16
21.76,0.87,0.86,2.18
21.766,0.85,0.94,2.18
21.769,0.84,0.97,2.17
21.782,0.85,0.97,2.15
21.783,0.86,0.96,2.11
21.784,0.87,0.95,2.1
21.784,0.9,0.93,2.07
21.79,0.91,0.92,2.06
21.791,0.92,0.92,2.07
21.798,0.91,0.93,2.1
21.799,0.91,0.94,2.12
21.803,0.9,0.93,2.14
21.808,0.91,0.93,2.13
21.811,0.91,0.94,2.1
21.817,0.88,0.98,2.07
21.819,0.85,1.02,2.06
21.824,0.77,1.13,2.05
21.828,0.72,1.23,2.02
21.834,0.68,1.32,1.96
21.839,0.65,1.4,1.8
21.84,0.62,1.39,1.64
21.843,0.6,1.29,1.46
21.848,0.6,1.12,1.3
21.851,0.58,0.88,1.16
21.858,0.56,0.48,1.03
21.859,0.54,0.16,0.95
21.863,0.54,-0.14,0.88
21.867,0.54,-0.39,0.81
21.872,0.54,-0.57,0.75
21.878,0.53,-0.65,0.73
21.879,0.52,-0.62,0.75
21.883,0.5,-0.52,0.81
21.89,0.48,-0.37,0.89
21.891,0.46,-0.2,0.97
21.898,0.43,0.02,1.07
21.899,0.42,0.19,1.12
21.911,0.41,0.35,1.17
21.912,0.38,0.57,1.23
21.912,0.35,0.72,1.29
21.918,0.32,0.86,1.34
21.919,0.3,0.97,1.39
21.942,0.29,1.06,1.41
21.943,0.28,1.1,1.4
21.944,0.28,1.1,1.37
21.944,0.28,1.07,1.31
21.944,0.28,1.04,1.28
21.944,0.27,0.98,1.24
21.948,0.24,0.86,1.18
21.951,0.23,0.74,1.13
21.958,0.22,0.61,1.07
21.959,0.22,0.48,1.01
21.963,0.21,0.36,0.96
21.967,0.21,0.21,0.88
21.973,0.22,0.11,0.83
21.978,0.22,0.01,0.78
21.979,0.22,-0.03,0.77
21.983,0.22,-0.06,0.75
21.988,0.22,-0.07,0.74
21.992,0.21,-0.07,0.72
21.997,0.18,-0.04,0.7
21.999,0.16,-0.02,0.69
22.003,0.13,0,0.67
22.009,0.09,0.01,0.65
22.011,0.07,0.02,0.64
22.018,0.03,0.03,0.64
22.019,0.01,0.05,0.64
22.023,0,0.07,0.63
22.028,0,0.08,0.62
22.031,-0.01,0.09,0.6
22.044,-0.03,0.12,0.57
22.045,-0.03,0.13,0.56
22.045,-0.04,0.16,0.54
22.052,-0.05,0.18,0.52
22.053,-0.07,0.19,0.52
22.067,-0.1,0.2,0.52
22.068,-0.11,0.19,0.52
22.068,-0.13,0.16,0.51
22.077,-0.13,0.1,0.49
22.078,-0.13,0.04,0.47
22.079,-0.11,-0.01,0.44
22.079,-0.09,-0.06,0.4
22.084,-0.07,-0.08,0.37
22.089,-0.06,-0.07,0.35
22.091,-0.06,-0.04,0.33
22.099,-0.07,0.02,0.31
22.099,-0.07,0.07,0.29
22.104,-0.07,0.11,0.27
22.108,-0.06,0.13,0.25
22.111,-0.04,0.14,0.23
22.117,-0.02,0.13,0.2
22.119,-0.01,0.11,0.17
22.124,0,0.09,0.16
22.128,0,0.06,0.14
22.131,0.01,0.05,0.14
22.139,0.03,0.04,0.13
22.141,0.05,0.04,0.12
22.144,0.08,0.04,0.1
22.149,0.11,0.05,0.08
22.153,0.15,0.06,0.05
22.158,0.18,0.07,0
22.159,0.2,0.09,-0.04
22.163,0.2,0.1,-0.08
22.169,0.19,0.08,-0.11
22.173,0.2,0.04,-0.13
22.178,0.22,-0.02,-0.12
22.179,0.24,-0.1,-0.11
22.183,0.26,-0.18,-0.1
22.188,0.27,-0.26,-0.08
22.193,0.26,-0.31,-0.06
22.202,0.25,-0.35,-0.06
22.203,0.25,-0.36,-0.05
22.203,0.24,-0.36,-0.06
22.215,0.24,-0.34,-0.06
22.216,0.24,-0.31,-0.06
22.218,0.24,-0.28,-0.05
22.218,0.23,-0.23,-0.05
22.225,0.21,-0.18,-0.04
22.228,0.17,-0.12,-0.02
22.232,0.14,-0.08,-0.02
22.239,0.1,-0.04,-0.03
22.239,0.08,-0.02,-0.03
22.243,0.07,-0.01,-0.03
22.249,0.03,0.01,-0.03
22.251,0.01,0.01,-0.03
22.258,-0.03,0,-0.02
22.259,-0.05,-0.01,-0.01
22.263,-0.08,-0.02,-0.01
22.268,-0.11,-0.02,-0.01
22.273,-0.14,0,-0.02
22.279,-0.19,0.02,-0.03
22.279,-0.21,0.03,-0.03
22.283,-0.24,0.05,-0.04
22.29,-0.26,0.05,-0.03
22.291,-0.28,0.03,-0.03
22.299,-0.31,-0.01,-0.03
22.299,-0.33,-0.03,-0.04
22.303,-0.36,-0.08,-0.04
22.308,-0.37,-0.12,-0.04
22.311,-0.37,-0.16,-0.04
22.318,-0.37,-0.19,-0.04
22.319,-0.36,-0.2,-0.05
22.326,-0.35,-0.2,-0.06
22.331,-0.34,-0.18,-0.09
22.332,-0.33,-0.15,-0.11
22.349,-0.33,-0.09,-0.15
22.35,-0.33,-0.04,-0.17
22.351,-0.32,-0.01,-0.18
22.351,-0.3,0.02,-0.19
22.351,-0.29,0.05,-0.2
22.359,-0.3,0.07,-0.21
22.36,-0.33,0.07,-0.22
22.363,-0.36,0.06,-0.23
22.368,-0.38,0.01,-0.24
22.373,-0.4,-0.05,-0.25
22.378,-0.42,-0.15,-0.25
22.379,-0.43,-0.24,-0.24
22.383,-0.45,-0.31,-0.24
22.389,-0.47,-0.36,-0.23
22.394,-0.49,-0.38,-0.23
22.398,-0.52,-0.37,-0.23
22.399,-0.53,-0.34,-0.24
22.403,-0.55,-0.29,-0.25
22.409,-0.56,-0.25,-0.26
22.411,-0.58,-0.22,-0.26
22.419,-0.6,-0.18,-0.26
22.423,-0.61,-0.17,-0.26
22.426,-0.62,-0.17,-0.26
22.427,-0.63,-0.18,-0.26
22.431,-0.65,-0.2,-0.26
22.439,-0.66,-0.23,-0.26
22.441,-0.67,-0.26,-0.27
22.443,-0.68,-0.29,-0.28
22.448,-0.69,-0.32,-0.3
22.451,-0.69,-0.33,-0.32
22.458,-0.69,-0.34,-0.33
22.459,-0.7,-0.34,-0.33
22.463,-0.71,-0.35,-0.34
22.469,-0.72,-0.35,-0.34
22.477,-0.71,-0.35,-0.35
22.478,-0.7,-0.35,-0.36
22.481,-0.69,-0.35,-0.38
22.483,-0.67,-0.35,-0.4
22.5,-0.66,-0.32,-0.41
22.501,-0.66,-0.29,-0.41
22.501,-0.66,-0.25,-0.41
22.501,-0.65,-0.23,-0.41
22.508,-0.64,-0.21,-0.42
22.509,-0.62,-0.19,-0.43
22.511,-0.6,-0.19,-0.44
22.517,-0.57,-0.18,-0.45
22.519,-0.57,-0.18,-0.45
22.524,-0.55,-0.15,-0.45
22.528,-0.53,-0.13,-0.45
22.531,-0.51,-0.1,-0.46
22.541,-0.47,-0.07,-0.47
22.542,-0.45,-0.05,-0.47
22.543,-0.4,-0.02,-0.5
22.548,-0.36,0.01,-0.51
22.552,-0.33,0.05,-0.54
22.558,-0.31,0.11,-0.57
22.559,-0.3,0.13,-0.59
22.563,-0.27,0.14,-0.63
22.567,-0.24,0.13,-0.66
22.573,-0.22,0.11,-0.69
22.578,-0.19,0.07,-0.72
22.579,-0.17,0.04,-0.74
22.583,-0.17,0,-0.77
22.589,-0.17,-0.04,-0.8
22.591,-0.17,-0.07,-0.82
22.597,-0.17,-0.11,-0.84
22.599,-0.17,-0.15,-0.84
22.603,-0.18,-0.19,-0.85
22.609,-0.19,-0.22,-0.84
22.611,-0.19,-0.24,-0.84
22.617,-0.19,-0.23,-0.83
22.619,-0.19,-0.21,-0.84
22.627,-0.18,-0.18,-0.85
22.629,-0.17,-0.13,-0.87
22.634,-0.17,-0.08,-0.89
22.654,-0.17,-0.01,-0.94
22.655,-0.17,0.02,-0.98
22.656,-0.17,0.04,-1.02
22.656,-0.18,0.04,-1.06
22.656,-0.18,0.02,-1.1
22.658,-0.2,-0.04,-1.17
22.659,-0.22,-0.1,-1.22
22.663,-0.23,-0.17,-1.28
22.667,-0.25,-0.25,-1.32
22.673,-0.26,-0.35,-1.38
22.678,-0.27,-0.41,-1.42
22.679,-0.28,-0.45,-1.47
22.683,-0.28,-0.47,-1.51
22.69,-0.28,-0.47,-1.56
22.691,-0.29,-0.46,-1.61
22.699,-0.3,-0.44,-1.65
22.699,-0.31,-0.41,-1.7
22.703,-0.32,-0.39,-1.74
22.708,-0.32,-0.38,-1.8
22.711,-0.33,-0.38,-1.84
22.719,-0.34,-0.42,-1.9
22.719,-0.34,-0.44,-1.93
22.724,-0.35,-0.48,-1.98
22.728,-0.35,-0.51,-2.04
22.731,-0.36,-0.54,-2.09
22.743,-0.38,-0.57,-2.15
22.744,-0.39,-0.57,-2.18
22.744,-0.41,-0.58,-2.23
22.749,-0.44,-0.61,-2.3
22.751,-0.44,-0.65,-2.35
22.764,-0.46,-0.7,-2.41
22.766,-0.47,-0.73,-2.43
22.766,-0.49,-0.75,-2.46
22.771,-0.52,-0.77,-2.49
22.775,-0.55,-0.79,-2.5
22.779,-0.57,-0.8,-2.53
22.779,-0.58,-0.81,-2.55
22.784,-0.6,-0.82,-2.58
22.792,-0.61,-0.83,-2.6
22.793,-0.62,-0.84,-2.6
22.798,-0.62,-0.86,-2.6
22.799,-0.61,-0.88,-2.6
22.803,-0.62,-0.85,-2.59
22.811,-0.64,-0.78,-2.59
22.812,-0.66,-0.68,-2.58
22.818,-0.68,-0.54,-2.55
22.819,-0.69,-0.49,-2.54
22.824,-0.68,-0.43,-2.51
22.828,-0.66,-0.4,-2.49
22.831,-0.63,-0.37,-2.48
22.84,-0.59,-0.28,-2.46
22.841,-0.55,-0.16,-2.46
22.843,-0.51,0.01,-2.46
22.848,-0.48,0.18,-2.45
22.851,-0.44,0.33,-2.44
22.859,-0.37,0.42,-2.39
22.86,-0.32,0.4,-2.33
22.863,-0.26,0.32,-2.2
22.868,-0.16,0.17,-2.04
22.874,0.01,-0.08,-1.88
22.879,0.22,-0.5,-1.58
22.879,0.3,-0.69,-1.17
22.883,0.34,-0.68,-0.65
22.893,0.35,-0.5,-0.1
22.893,0.32,-0.24,0.42
22.898,0.23,0.11,1.03
22.899,0.15,0.39,1.42
22.903,0.07,0.66,1.71
22.915,0.01,0.91,1.9
22.915,-0.05,1.11,1.99
22.918,-0.08,1.26,1.93
22.919,-0.05,1.28,1.77
22.924,0,1.23,1.53
22.93,0.08,1.1,1.15
22.931,0.14,0.94,0.84
22.94,0.19,0.71,0.53
22.941,0.22,0.4,0.25
22.943,0.24,0.06,0.01
22.948,0.26,-0.33,-0.21
22.954,0.26,-0.51,-0.34
22.958,0.25,-0.57,-0.43
22.96,0.22,-0.52,-0.49
22.963,0.19,-0.41,-0.54
22.968,0.16,-0.21,-0.56
22.972,0.13,-0.08,-0.55
22.978,0.12,0.03,-0.54
22.979,0.11,0.1,-0.52
22.983,0.11,0.15,-0.5
22.987,0.12,0.17,-0.48
22.991,0.14,0.17,-0.47
22.997,0.18,0.14,-0.44
22.999,0.2,0.11,-0.4
23.003,0.23,0.08,-0.34
23.009,0.25,0.03,-0.23
23.012,0.26,0,-0.13
23.018,0.26,-0.03,0.02
23.019,0.26,-0.03,0.11
23.027,0.25,-0.03,0.24
23.028,0.24,0.01,0.41
23.037,0.23,0.05,0.53
23.056,0.21,0.14,0.65
23.057,0.21,0.19,0.7
23.058,0.19,0.26,0.76
23.058,0.19,0.3,0.79
23.058,0.2,0.32,0.79
23.058,0.23,0.27,0.78
23.059,0.24,0.24,0.77
23.063,0.27,0.15,0.78
23.067,0.3,0.09,0.8
23.072,0.33,0.04,0.83
23.078,0.36,-0.01,0.88
23.079,0.38,-0.04,0.94
23.083,0.41,-0.05,1.01
23.088,0.45,-0.06,1.08
23.091,0.49,-0.06,1.16
23.098,0.55,-0.03,1.26
23.099,0.59,0,1.32
23.103,0.65,0.04,1.45
23.108,0.7,0.09,1.55
23.114,0.75,0.13,1.64
23.123,0.82,0.17,1.76
23.125,0.88,0.19,1.84
23.125,0.93,0.21,1.93
23.128,0.97,0.22,2.01
23.131,1.01,0.25,2.08
23.139,1.03,0.28,2.16
23.141,1.03,0.32,2.2
23.143,1.02,0.36,2.24
23.147,0.99,0.4,2.26
23.151,0.95,0.46,2.27
23.159,0.9,0.54,2.27
23.16,0.87,0.6,2.25
23.163,0.84,0.65,2.23
23.167,0.82,0.69,2.21
23.177,0.79,0.72,2.18
23.179,0.76,0.77,2.12
23.179,0.75,0.8,2.07
23.184,0.73,0.84,2.03
23.188,0.71,0.88,1.99
23.209,0.69,0.91,1.96
23.211,0.67,0.94,1.93
23.212,0.64,0.95,1.9
23.212,0.62,0.97,1.85
23.212,0.61,0.98,1.75
23.212,0.6,0.96,1.66
23.224,0.58,0.89,1.55
23.226,0.57,0.83,1.5
23.227,0.54,0.71,1.43
23.227,0.52,0.5,1.36
23.231,0.5,0.33,1.32
23.24,0.48,0.15,1.29
23.241,0.46,-0.03,1.25
23.243,0.45,-0.18,1.22
23.247,0.44,-0.32,1.17
23.251,0.44,-0.39,1.13
23.258,0.43,-0.41,1.11
23.26,0.42,-0.39,1.12
23.263,0.42,-0.34,1.13
23.269,0.42,-0.22,1.16
23.274,0.41,-0.1,1.18
23.279,0.39,0.08,1.21
23.279,0.38,0.17,1.23
23.285,0.36,0.28,1.25
23.29,0.34,0.4,1.28
23.292,0.34,0.45,1.29
23.299,0.35,0.47,1.3
23.301,0.35,0.44,1.29
23.303,0.35,0.4,1.26
23.309,0.35,0.34,1.22
